Operon,GeneName,Locus Name,GI,Strand,Pos. Left(pb),PosRight,Position
320,dcuC,b0621,16128604,-1,653806,655191,1
321,pagP,b0622,16128605,1,655780,656340,1
322,cspE,b0623,16128606,1,656515,656724,1
323,crcB,b0624,16128607,-1,656778,657161,1
324,tatE,b0627,16128610,1,658170,658373,1
325,lipA,b0628,16128611,-1,658474,659439,1
326,ybeF,b0629,90111155,-1,659648,660601,1
327,ybeB,b0637,90111157,-1,667942,668259,1
327,rlmH,b0636,16128619,-1,667471,667938,2
327,mrdA,b0635,16128618,-1,665539,667440,3
327,mrdB,b0634,16128617,-1,664424,665536,4
327,rlpA,b0633,16128616,-1,663325,664413,5
327,dacA,b0632,16128615,-1,661975,663186,6
327,ybeD,b0631,16128614,-1,661602,661865,7
327,lipB,b0630,90111156,-1,660860,661501,8
328,leuS,b0642,16128625,-1,671424,674006,1
328,lptE,b0641,16128624,-1,670828,671409,2
328,holA,b0640,16128623,-1,669797,670828,3
328,nadD,b0639,16128622,-1,669154,669795,4
328,cobC,b0638,16128621,-1,668519,669130,5
329,ybeL,b0643,16128626,1,674241,674723,1
330,ybeQ,b0644,90111158,-1,674793,675770,1
331,ybeR,b0645,16128628,1,675934,676641,1
331,djlB,b0646,16128629,1,676638,678065,2
332,ybeT,b0647,16128630,-1,678075,678629,1
333,ybeU,b0648,16128631,1,678731,679438,1
333,djlC,b0649,16128632,1,679435,680886,2
334,hscC,b0650,16128633,-1,680946,682616,1
335,rihA,b0651,16128634,-1,682700,683635,1
336,gltI,b0655,16128638,-1,686062,686970,1
336,gltJ,b0654,16128637,-1,685152,685892,2
336,gltK,b0653,16128636,-1,684478,685152,3
336,gltL,b0652,16128635,-1,683753,684478,4
337,insH,b0656,16128639,-1,687220,688236,1
338,ybeZ,b0660,145698230,-1,691561,692601,1
338,ybeY,b0659,16128642,-1,691097,691564,2
338,ybeX,b0658,16128641,-1,690129,691007,3
338,lnt,b0657,16128640,-1,688566,690104,4
339,miaB,b0661,16128644,-1,692754,694178,1
340,ubiF,b0662,16128645,1,694324,695499,1
341,metT,b0673,,-1,696280,696356,1
341,leuW,b0672,,-1,696186,696270,2
341,glnU,b0670,,-1,696088,696162,3
341,glnW,b0668,,-1,695979,696053,4
341,metU,b0666,,-1,695887,695963,5
341,glnV,b0665,,-1,695765,695839,6
341,glnX,b0664,,-1,695653,695727,7
342,asnB,b0674,16128650,-1,696736,698400,1
343,nagB,b0678,16128654,-1,702034,702834,1
343,nagA,b0677,16128653,-1,700826,701974,2
343,nagC,b0676,16128652,-1,699597,700817,3
343,nagD,b0675,16128651,-1,698797,699549,4
344,nagE,b0679,16128655,1,703167,705113,1
345,glnS,b0680,16128656,1,705316,706980,1
346,chiP,b0681,16128657,1,707557,708963,1
346,chiQ,b0682,16128658,1,709013,709339,2
347,fldA,b0684,16128660,-1,710158,710688,1
348,ybfE,b0685,90111159,-1,710828,711121,1
349,ybfF,b0686,16128662,-1,711261,712025,1
350,seqA,b0687,16128663,1,712210,712755,1
350,pgm,b0688,16128664,1,712781,714421,2
351,ybfP,b0689,16128665,1,714635,715129,1
352,speF,b0693,16128669,-1,717485,719683,1
352,potE,b0692,16128668,-1,716169,717488,2
353,ybfA,b0699,16128675,1,728357,728563,1
354,rhsC,b0700,16128676,1,728806,732999,1
354,ybfB,b0702,16128677,1,732999,733325,2
355,ybfC,b0704,16128679,1,734873,735442,1
356,ybfD,b0706,16128681,1,737315,738076,1
357,ybgA,b0707,16128682,1,738224,738733,1
357,phr,b0708,16128683,1,738730,740148,2
358,dtpD,b0709,16128684,-1,740298,741779,1
359,ybgI,b0710,16128685,1,742050,742793,1
359,ybgJ,b0711,16128686,1,742816,743472,2
359,ybgK,b0712,16128687,1,743466,744398,3
359,ybgL,b0713,16128688,1,744388,745122,4
359,nei,b0714,16128689,1,745158,745949,5
360,abrB,b0715,90111163,-1,745946,746992,1
361,ybgD,b0719,16128694,-1,751452,752018,1
361,ybgQ,b0718,90111165,-1,748945,751392,2
361,ybgP,b0717,16128692,-1,748202,748930,3
361,ybgO,b0716,90111164,-1,747144,748205,4
362,gltA,b0720,16128695,-1,752408,753691,1
363,sdhC,b0721,16128696,1,754400,754789,1
363,sdhD,b0722,16128697,1,754783,755130,2
363,sdhA,b0723,16128698,1,755130,756896,3
363,sdhB,b0724,16128699,1,756912,757628,4
363,sucA,b0726,16128701,1,757929,760730,5
363,sucB,b0727,16128702,1,760745,761962,6
363,sucC,b0728,16128703,1,762237,763403,7
363,sucD,b0729,16128704,1,763403,764272,8
364,mngR,b0730,16128705,-1,764376,765098,1
365,mngA,b0731,16128706,1,765207,767183,1
365,mngB,b0732,16128707,1,767201,769834,2
366,cydA,b0733,90111166,1,770681,772249,1
366,cydB,b0734,16128709,1,772265,773404,2
366,ybgT,b4515,94541102,1,773419,773532,3
366,ybgE,b0735,16128710,1,773532,773825,4
367,ybgC,b0736,16128711,1,773975,774379,1
367,tolQ,b0737,16128712,1,774376,775068,2
367,tolR,b0738,16128713,1,775072,775500,3
367,tolA,b0739,16128714,1,775565,776830,4
367,tolB,b0740,16128715,1,776963,778255,5
367,pal,b0741,16128716,1,778290,778811,6
367,ybgF,b0742,16128717,1,778821,779612,7
368,lysT,b0743,,1,779777,779852,1
369,valT,b0744,,1,779988,780063,1
369,lysW,b0745,,1,780066,780141,2
370,valZ,b0746,,1,780291,780366,1
370,lysY,b0747,,1,780370,780445,2
371,lysZ,b0748,,1,780592,780667,1
372,lysQ,b0749,,1,780800,780875,1
373,nadA,b0750,16128718,1,781308,782351,1
373,pnuC,b0751,16128719,1,782389,783108,2
374,zitB,b0752,16128720,-1,783105,784046,1
375,ybgS,b0753,16128721,-1,784160,784540,1
376,aroG,b0754,16128722,1,784856,785908,1
377,gpmA,b0755,16128723,-1,786066,786818,1
378,galE,b0759,49176045,-1,790262,791278,1
378,galT,b0758,16128726,-1,789206,790252,2
378,galK,b0757,16128725,-1,788054,789202,3
378,galM,b0756,16128724,-1,787020,788060,4
379,modE,b0761,16128729,-1,793079,793867,1
379,modF,b0760,16128728,-1,791539,793011,2
380,ybhT,b0762,16128730,1,793996,794145,1
381,modA,b0763,16128731,1,794312,795085,1
381,modB,b0764,16128732,1,795085,795774,2
381,modC,b0765,16128733,1,795777,796835,3
382,ybhA,b0766,16128734,-1,796836,797654,1
383,pgl,b0767,16128735,1,797809,798804,1
384,ybhD,b0768,145698233,-1,798845,799798,1
385,ybhH,b0769,16128737,1,799982,801034,1
385,ybhI,b0770,16128738,1,801110,802543,2
386,ybhJ,b0771,90111167,1,802726,804987,1
387,ybhC,b0772,16128740,-1,805221,806504,1
388,bioA,b0774,16128742,-1,807191,808480,1
388,ybhB,b0773,16128741,-1,806656,807132,2
389,bioB,b0775,16128743,1,808567,809607,1
389,bioF,b0776,16128744,1,809604,810758,2
389,bioC,b0777,16128745,1,810745,811500,3
389,bioD,b0778,16128746,1,811493,812170,4
390,uvrB,b0779,16128747,1,812749,814770,1
391,ybhK,b0780,16128748,-1,814962,815870,1
392,moaA,b0781,16128749,1,816267,817256,1
392,moaB,b0782,16128750,1,817278,817790,2
392,moaC,b0783,16128751,1,817793,818278,3
392,moaD,b0784,16128752,1,818271,818516,4
392,moaE,b0785,16128753,1,818518,818970,5
393,ybhL,b0786,16128754,1,819107,819811,1
394,ybhM,b0787,16128755,1,820016,820729,1
395,ybhP,b0790,16128758,-1,822959,823720,1
395,ybhO,b0789,16128757,-1,821721,822962,2
395,ybhN,b0788,16128756,-1,820765,821721,3
396,ybhQ,b0791,16128759,1,823853,824263,1
397,ybiH,b0796,162135896,-1,829195,829866,1
397,ybhG,b0795,16128763,-1,828197,829195,2
397,ybhF,b0794,90111168,-1,826468,828204,3
397,ybhS,b0793,16128761,-1,825342,826475,4
397,ybhR,b0792,16128760,-1,824225,825331,5
398,rhlE,b0797,16128765,1,830095,831459,1
399,ybiA,b0798,16128766,-1,831691,832173,1
400,dinG,b0799,16128767,1,832293,834443,1
400,ybiB,b0800,16128768,1,834471,835433,2
401,ybiC,b0801,16128769,1,835574,836659,1
402,ybiJ,b0802,16128770,-1,836888,837148,1
403,ybiI,b0803,16128771,-1,837413,837679,1
404,fiu,b0805,16128773,-1,838472,840754,1
404,ybiX,b0804,90111170,-1,837753,838430,2
405,mcbA,b0806,90111171,-1,841019,841279,1
406,rlmF,b0807,162135897,1,841555,842481,1
407,ybiO,b0808,90111173,-1,842478,844703,1
408,glnH,b0811,16128779,-1,846481,847227,1
408,glnP,b0810,16128778,-1,845683,846342,2
408,glnQ,b0809,16128777,-1,844964,845686,3
409,dps,b0812,16128780,-1,847631,848134,1
410,rhtA,b0813,16128781,-1,848433,849320,1
411,ompX,b0814,16128782,1,849673,850188,1
412,ybiP,b0815,16128783,-1,850237,851820,1
413,yliL,b0816,16128784,1,851894,852163,1
414,mntR,b0817,16128785,1,852406,852873,1
414,ybiR,b0818,16128786,1,852870,853988,2
415,ybiS,b0819,16128787,-1,854047,854967,1
416,ybiT,b0820,16128788,1,855186,856778,1
417,ybiU,b0821,16128789,-1,857019,858284,1
418,ybiV,b0822,16128790,-1,858436,859251,1
419,ybiY,b0824,226524704,-1,861835,862734,1
419,ybiW,b0823,16128791,-1,859397,861829,2
420,fsaA,b0825,90111174,1,862865,863527,1
421,moeA,b0827,16128795,-1,864352,865587,1
421,moeB,b0826,16128794,-1,863603,864352,2
422,iaaA,b0828,16128796,1,865791,866756,1
422,gsiA,b0829,145698235,1,866743,868614,2
422,gsiB,b0830,16128798,1,868634,870172,3
422,gsiC,b0831,16128799,1,870190,871110,4
422,gsiD,b0832,16128800,1,871113,872024,5
423,yliE,b0833,16128801,1,872202,874550,1
423,yliF,b0834,16128802,1,874558,875886,2
424,rimO,b0835,16128803,-1,875933,877258,1
425,bssR,b0836,16128804,1,877471,877854,1
426,yliI,b0837,16128805,1,877965,879080,1
427,yliJ,b0838,90111175,-1,879077,879703,1
428,dacC,b0839,16128807,1,879950,881152,1
429,ybjG,b0841,16128809,-1,882015,882611,1
429,deoR,b0840,16128808,-1,881199,881957,2
430,mdfA,b0842,16128810,1,882896,884128,1
431,ybjH,b0843,16128811,-1,884169,884453,1
432,ybjJ,b0845,16128813,-1,885354,886562,1
432,ybjI,b0844,90111176,-1,884539,885354,2
433,ybjK,b0846,16128814,1,886646,887182,1
434,ybjL,b0847,16128815,-1,887357,889042,1
435,ybjM,b0848,16128816,1,889312,889689,1
436,grxA,b0849,16128817,-1,889719,889976,1
437,ybjC,b0850,16128818,1,890136,890423,1
437,nfsA,b0851,16128819,1,890407,891129,2
437,rimK,b0852,16128820,1,891190,892092,3
438,ybjN,b0853,16128821,1,892180,892656,1
439,potF,b0854,16128822,1,893007,894119,1
439,potG,b0855,90111177,1,894214,895347,2
439,potH,b0856,16128824,1,895357,896310,3
439,potI,b0857,16128825,1,896307,897152,4
439,ybjO,b0858,16128826,1,897212,897700,5
439,rumB,b0859,16128827,1,897741,898868,6
440,artP,b0864,16128832,-1,902229,902957,1
440,artI,b0863,16128831,-1,901480,902211,2
440,artQ,b0862,16128830,-1,900757,901473,3
440,artM,b0861,16128829,-1,900089,900757,4
440,artJ,b0860,16128828,-1,899067,899798,5
441,ybjP,b0865,16128833,-1,903175,903690,1
442,ybjQ,b0866,16128834,1,903816,904139,1
442,amiD,b0867,16128835,1,904136,904966,2
443,poxB,b0871,16128839,-1,908554,910272,1
443,ltaE,b0870,16128838,-1,907516,908517,2
443,ybjT,b0869,90111179,-1,906075,907505,3
443,ybjS,b0868,90111178,-1,904963,905976,4
444,hcp,b0873,90111180,-1,911385,913037,1
444,hcr,b0872,16128840,-1,910405,911373,2
445,ybjE,b0874,90111181,-1,913181,914080,1
446,aqpZ,b0875,16128843,-1,914575,915270,1
447,ybjD,b0876,16128844,1,915696,917354,1
448,ybjX,b0877,16128845,-1,917351,918343,1
449,macA,b0878,90111182,1,918458,919573,1
449,macB,b0879,16128847,1,919570,921516,2
450,cspD,b0880,16128848,-1,921589,921813,1
451,clpS,b0881,16128849,1,922136,922456,1
451,clpA,b0882,16128850,1,922487,924763,2
452,serW,b0883,,-1,925107,925194,1
453,infA,b0884,16128851,-1,925448,925666,1
454,trxB,b0888,16128855,-1,930308,931273,1
454,cydD,b0887,16128854,-1,928419,930185,2
454,cydC,b0886,16128853,-1,926697,928418,3
454,aat,b0885,16128852,-1,925951,926655,4
455,lrp,b0889,16128856,1,931818,932312,1
456,ftsK,b0890,16128857,1,932447,936436,1
456,lolA,b0891,145698236,1,936595,937206,2
456,rarA,b0892,16128859,1,937217,938560,3
456,serS,b0893,16128860,1,938651,939943,4
457,dmsA,b0894,90111183,1,940182,942626,1
457,dmsB,b0895,16128862,1,942637,943254,2
457,dmsC,b0896,16128863,1,943256,944119,3
458,ycaC,b0897,16128864,-1,944154,944780,1
459,ycaD,b0898,16128865,1,945094,946242,1
460,ycaM,b0899,90111184,1,946452,947882,1
461,ycaN,b0900,16128867,-1,947883,948791,1
462,ycaK,b0901,16128868,1,948891,949481,1
463,focA,b0904,16128871,-1,952832,953689,1
463,pflB,b0903,16128870,-1,950495,952777,2
463,pflA,b0902,16128869,-1,949563,950303,3
464,ycaO,b0905,90111185,-1,954095,955855,1
465,ycaP,b0906,16128873,1,955985,956677,1
466,serC,b0907,16128874,1,956876,957964,1
466,aroA,b0908,16128875,1,958035,959318,2
467,ycaL,b0909,90111186,1,959487,960251,1
468,cmk,b0910,16128877,1,960424,961107,1
468,rpsA,b0911,16128878,1,961218,962891,2
468,ihfB,b0912,16128879,1,963051,963335,3
469,ycaI,b0913,90111187,1,963543,965807,1
469,msbA,b0914,16128881,1,965844,967592,2
469,lpxK,b0915,16128882,1,967589,968575,3
469,ycaQ,b0916,16128883,1,968612,969844,4
469,ycaR,b0917,16128884,1,969896,970078,5
469,kdsB,b0918,16128885,1,970075,970821,6
470,ycbJ,b0919,16128886,1,970975,971868,1
471,ycbC,b0920,16128887,-1,971845,972624,1
472,smtA,b0921,16128888,1,972760,973545,1
472,mukF,b0922,16128889,1,973542,974864,2
472,mukE,b0923,226524705,1,974845,975549,3
472,mukB,b0924,16128891,1,975549,980009,4
473,ycbB,b0925,16128892,1,980270,982117,1
473,ycbK,b0926,16128893,1,982298,982846,2
473,ycbL,b0927,16128894,1,982873,983520,3
474,ompF,b0929,16128896,-1,985117,986205,1
474,aspC,b0928,16128895,-1,983742,984932,2
475,asnS,b0930,16128897,-1,986808,988208,1
476,pncB,b0931,16128898,-1,988377,989579,1
477,pepN,b0932,16128899,1,989845,992457,1
478,ssuE,b0937,16128904,-1,996160,996735,1
478,ssuA,b0936,90111189,-1,995208,996167,2
478,ssuD,b0935,16128902,-1,994066,995211,3
478,ssuC,b0934,90111188,-1,993264,994055,4
478,ssuB,b0933,16128900,-1,992500,993267,5
479,elfA,b0938,90111190,1,997091,997630,1
479,elfD,b0939,16128906,1,997713,998414,2
479,elfC,b0940,16128907,1,998439,1001039,3
479,elfG,b0941,16128908,1,1001030,1002100,4
479,ycbU,b0942,16128909,1,1002112,1002654,5
479,ycbV,b0943,90111191,1,1002662,1003177,6
479,ycbF,b0944,90111192,1,1003170,1003880,7
480,pyrD,b0945,16128912,1,1003991,1005001,1
481,ycbW,b0946,90111193,1,1005175,1005717,1
482,ycbX,b0947,16128914,-1,1005714,1006823,1
483,rlmL,b0948,16128915,1,1007067,1009175,1
483,uup,b0949,16128916,1,1009187,1011094,2
484,pqiA,b0950,16128917,1,1011224,1012477,1
484,pqiB,b0951,16128918,1,1012482,1014122,2
484,ymbA,b0952,145698237,1,1014119,1014682,3
485,rmf,b0953,16128920,1,1014938,1015105,1
486,ycbZ,b0955,16128922,-1,1015762,1017522,1
486,fabA,b0954,16128921,-1,1015175,1015693,2
487,matP,b0956,16128923,1,1017708,1018160,1
488,ompA,b0957,16128924,-1,1018236,1019276,1
489,sulA,b0958,16128925,-1,1019633,1020142,1
490,sxy,b0959,16128926,1,1020361,1020990,1
491,yccF,b0961,16128928,-1,1023125,1023571,1
491,yccS,b0960,90111194,-1,1020953,1023106,2
492,helD,b0962,16128929,1,1023694,1025748,1
493,mgsA,b0963,90111195,-1,1025780,1026238,1
494,yccT,b0964,16128931,-1,1026334,1026996,1
495,yccU,b0965,90111196,1,1027169,1027582,1
496,rlmI,b0967,145698239,-1,1028002,1029192,1
496,hspQ,b0966,145698238,-1,1027627,1027944,2
497,yccX,b0968,16128935,1,1029287,1029565,1
498,yccA,b0970,16128937,-1,1029982,1030641,1
498,yccK,b0969,90111197,-1,1029562,1029891,2
499,serT,b0971,,-1,1030848,1030935,1
500,hyaA,b0972,16128938,1,1031362,1032480,1
500,hyaB,b0973,16128939,1,1032477,1034270,2
500,hyaC,b0974,16128940,1,1034289,1034996,3
500,hyaD,b0975,16128941,1,1034993,1035580,4
500,hyaE,b0976,16128942,1,1035577,1035975,5
500,hyaF,b0977,16128943,1,1035972,1036829,6
501,appC,b0978,16128944,1,1036963,1038507,1
501,appB,b0979,16128945,1,1038519,1039655,2
501,yccB,b4592,145698240,1,1039668,1039760,3
502,appA,b0980,16128946,1,1039840,1041138,1
503,gfcB,b0986,16128952,-1,1047911,1048555,1
503,gfcC,b0985,16128951,-1,1047168,1047914,2
503,gfcD,b0984,16128950,-1,1045072,1047168,3
503,gfcE,b0983,16128949,-1,1043887,1045026,4
503,etp,b0982,90111198,-1,1043453,1043899,5
503,etk,b0981,16128947,-1,1041253,1043433,6
504,gfcA,b0987,90111199,-1,1048662,1048967,1
505,cspH,b0989,16128955,-1,1050186,1050398,1
506,cspG,b0990,16128956,1,1050684,1050896,1
507,ymcE,b0991,16128957,1,1051070,1051300,1
507,gnsA,b4517,94541104,1,1051290,1051463,2
508,yccM,b0992,16128958,-1,1051512,1052585,1
509,torS,b0993,90111200,-1,1052657,1055401,1
510,torT,b0994,16128960,1,1055484,1056512,1
511,torR,b0995,16128961,-1,1056485,1057177,1
512,torC,b0996,16128962,1,1057307,1058479,1
512,torA,b0997,16128963,1,1058479,1061025,2
512,torD,b0998,16128964,1,1061022,1061621,3
513,cbpA,b1000,16128966,-1,1062078,1062998,1
513,cbpM,b0999,16128965,-1,1061773,1062078,2
514,yccE,b1001,16128967,1,1063259,1064515,1
515,agp,b1002,16128968,1,1064808,1066049,1
516,wrbA,b1004,16128970,-1,1066335,1066931,1
516,yccJ,b1003,16128969,-1,1066087,1066314,2
517,rutA,b1012,49176071,-1,1072086,1073234,1
517,rutB,b1011,90111203,-1,1071394,1072086,2
517,rutC,b1010,16128976,-1,1070996,1071382,3
517,rutD,b1009,16128975,-1,1070188,1070988,4
517,rutE,b1008,16128974,-1,1069588,1070178,5
517,rutF,b1007,90111202,-1,1069083,1069577,6
517,rutG,b1006,90111201,-1,1067734,1069062,7
518,rutR,b1013,16128979,1,1073465,1074103,1
519,putA,b1014,16128980,-1,1074143,1078105,1
520,putP,b1015,16128981,1,1078528,1080036,1
521,efeO,b1018,16128982,1,1081466,1082593,1
521,efeB,b1019,16128983,1,1082599,1083870,2
522,phoH,b1020,16128984,1,1084215,1085279,1
523,pgaA,b1024,16128988,-1,1089089,1091512,1
523,pgaB,b1023,16128987,-1,1087062,1089080,2
523,pgaC,b1022,16128986,-1,1085744,1087069,3
523,pgaD,b1021,16128985,-1,1085329,1085742,4
524,ycdT,b1025,16128989,1,1092099,1093457,1
525,insE,b1027,226524706,-1,1094361,1094660,1
525,insF,b1026,16128990,-1,1093498,1094364,2
526,ycdU,b1029,16128993,1,1095066,1096052,1
527,serX,b1032,,-1,1096788,1096875,1
528,ghrA,b1033,90111205,1,1097109,1098047,1
528,ycdX,b1034,16128997,1,1098102,1098839,2
528,ycdY,b1035,16128998,1,1098863,1099417,3
529,ycdZ,b1036,90111206,1,1099519,1100010,1
530,csgD,b1040,16129003,-1,1101769,1102419,1
530,csgE,b1039,16129002,-1,1101375,1101764,2
530,csgF,b1038,16129001,-1,1100934,1101350,3
530,csgG,b1037,16129000,-1,1100074,1100907,4
531,csgB,b1041,16129004,1,1103174,1103629,1
531,csgA,b1042,16129005,1,1103670,1104125,2
531,csgC,b1043,16129006,1,1104184,1104516,3
532,ymdA,b1044,16129007,1,1104637,1104948,1
533,ymdB,b1045,16129008,1,1105043,1105576,1
533,ymdC,b1046,90111207,1,1105578,1106999,2
534,opgC,b1047,16129010,-1,1107007,1108164,1
535,opgG,b1048,16129011,1,1108558,1110093,1
535,opgH,b1049,16129012,1,1110086,1112629,2
536,yceK,b1050,16129013,1,1112802,1113029,1
537,msyB,b1051,90111208,-1,1113030,1113404,1
538,mdtG,b1053,16129016,-1,1113487,1114713,1
539,lpxL,b1054,16129017,-1,1114885,1115805,1
540,yceA,b1055,16129018,1,1116030,1117082,1
541,yceJ,b1057,16129020,-1,1117703,1118269,1
541,yceI,b1056,16129019,-1,1117124,1117699,2
542,solA,b1059,16129022,-1,1118691,1119809,1
542,yceO,b1058,16129021,-1,1118530,1118670,2
543,bssS,b1060,49176074,-1,1119924,1120178,1
544,dinI,b1061,16129024,-1,1120465,1120710,1
545,pyrC,b1062,16129025,-1,1120784,1121830,1
546,yceB,b1063,16129026,-1,1121936,1122496,1
547,grxB,b1064,16129027,-1,1122630,1123277,1
548,mdtH,b1065,90111209,-1,1123341,1124549,1
549,rimJ,b1066,16129029,1,1124785,1125369,1
549,yceH,b1067,16129030,1,1125380,1126027,2
549,yceM,b1068,16129031,1,1126029,1126952,3
550,murJ,b1069,16129032,1,1127062,1128597,1
551,flgA,b1072,16129035,-1,1129427,1130086,1
551,flgM,b1071,16129034,-1,1129058,1129351,2
551,flgN,b1070,16129033,-1,1128637,1129053,3
552,flgB,b1073,16129036,1,1130241,1130657,1
552,flgC,b1074,16129037,1,1130661,1131065,2
552,flgD,b1075,16129038,1,1131077,1131772,3
552,flgE,b1076,16129039,1,1131797,1133005,4
552,flgF,b1077,16129040,1,1133025,1133780,5
552,flgG,b1078,16129041,1,1133952,1134734,6
552,flgH,b1079,16129042,1,1134787,1135485,7
552,flgI,b1080,49176076,1,1135497,1136594,8
552,flgJ,b1081,16129044,1,1136594,1137535,9
552,flgK,b1082,16129045,1,1137601,1139244,10
552,flgL,b1083,16129046,1,1139256,1140209,11
553,rne,b1084,16129047,-1,1140405,1143590,1
554,yceQ,b1085,90111210,1,1143725,1144045,1
555,rluC,b1086,16129049,1,1144163,1145122,1
556,yceF,b1087,90111211,-1,1145234,1145818,1
557,acpP,b1094,16129057,1,1150838,1151074,1
557,fabF,b1095,16129058,1,1151162,1152403,2
557,pabC,b1096,16129059,1,1152523,1153332,3
557,yceG,b1097,16129060,1,1153335,1154357,4
557,tmk,b1098,16129061,1,1154347,1154988,5
557,holB,b1099,16129062,1,1154985,1155989,6
557,ycfH,b1100,16129063,1,1156000,1156797,7
558,ptsG,b1101,16129064,1,1157092,1158525,1
559,fhuE,b1102,16129065,-1,1158585,1160774,1
560,hinT,b1103,49176077,1,1161108,1161467,1
560,ycfL,b1104,16129067,1,1161470,1161847,2
560,ycfM,b1105,16129068,1,1161861,1162502,3
560,thiK,b1106,16129069,1,1162483,1163307,4
560,nagZ,b1107,16129070,1,1163318,1164343,5
560,ycfP,b1108,90111213,1,1164366,1164908,6
561,ndh,b1109,16129072,1,1165308,1166612,1
562,ycfJ,b1110,16129073,1,1166822,1167361,1
563,ycfQ,b1111,90111214,-1,1167423,1168055,1
564,bhsA,b1112,16129075,1,1168296,1168553,1
565,ycfS,b1113,16129076,-1,1168635,1169597,1
566,mfd,b1114,16129077,-1,1169741,1173187,1
567,ycfT,b1115,16129078,-1,1173315,1174388,1
568,lolC,b1116,16129079,1,1174650,1175849,1
568,lolD,b1117,90111215,1,1175842,1176543,2
568,lolE,b1118,16129081,1,1176543,1177787,3
568,nagK,b1119,16129082,1,1177816,1178727,4
569,cobB,b1120,308209619,1,1178854,1179582,1
570,potA,b1126,16129089,-1,1183681,1184817,1
570,potB,b1125,162135921,-1,1182840,1183667,2
570,potC,b1124,16129087,-1,1182049,1182843,3
570,potD,b1123,16129086,-1,1181006,1182052,4
570,ymfA,b1122,90111216,-1,1180487,1180948,5
570,ycfZ,b1121,16129084,-1,1179702,1180490,6
571,pepT,b1127,16129090,1,1185067,1186293,1
572,ycfD,b1128,90111217,-1,1186342,1187463,1
573,phoP,b1130,16129093,-1,1188999,1189670,1
573,phoQ,b1129,16129092,-1,1187539,1188999,2
574,rluE,b1135,162135898,-1,1193521,1194174,1
574,nudJ,b1134,16129097,-1,1193050,1193511,2
574,mnmA,b1133,90111218,-1,1191890,1192996,3
574,hflD,b1132,16129095,-1,1191213,1191854,4
574,purB,b1131,16129094,-1,1189839,1191209,5
575,icd,b1136,16129099,1,1194346,1195596,1
576,ymfE,b1138,16129101,-1,1196756,1197460,1
576,ymfD,b1137,16129100,-1,1196090,1196755,2
577,lit,b1139,16129102,1,1197918,1198811,1
578,xisE,b1141,16129104,-1,1200010,1200255,1
578,intE,b1140,16129103,-1,1198902,1200029,2
579,ymfI,b1143,90111220,1,1200720,1201061,1
580,ymfJ,b1144,90111221,-1,1200999,1201307,1
581,cohE,b1145,16129108,-1,1201482,1202156,1
582,croE,b1146,90111222,1,1202247,1202447,1
582,ymfL,b1147,145698241,1,1202491,1203048,2
582,ymfM,b1148,16129111,1,1203045,1203383,3
